0,570009629	2,3119528
0,86465759	1,93516605
1,623859969	1,979669192
2,067299541	1,246680542
1,326504764	2,501799579
0,451062524	2,359359649
1,528055752	0,87568995
1,125597911	0,558338852
0,255433261	1,194030354
0,687616838	1,32214216
0,442021227	0,96040294
2,321907279	0,929075467
0,736591764	2,280341967
2,060341586	1,850563638
1,809559775	1,589606696
0,278814528	1,681993202
2,168152617	1,892598827
1,623200071	2,302808127
2,062619838	0,821237529
1,642288444	1,755115013
1,041823735	1,886120181
0,037472931	1,343539981
1,812445798	1,435858276
0,212529153	0,424118592
1,163955773	1,825272076
1,260436731	2,498698104
1,448354272	1,842606158
0,473064712	0,416430836
0,620096697	1,245028506
0,225289047	0,913127343
0,642281188	0,144062569
1,889564152	1,617269891
0,376387532	1,989761181
1,251420859	2,01185359
1,859313025	1,960246584
0,452881119	1,826826335
0,503958291	2,053846313
0,209670465	2,004954057
1,967684379	1,908564551
1,475129183	2,281167163
1,742036763	1,920749799
1,841271185	1,370847607
0,906698327	1,983708942
1,365290061	1,428363611
1,513032079	2,097928834
1,523515209	2,010167746
1,502384016	1,715229801
2,064791165	0,503689153
0,454788275	2,08875062
0,292343793	1,88113527
2,192497242	1,863928834
0,150441119	2,062488473
1,228316455	1,4656557
1,670771855	0,555974006
0,444180413	1,640496149
1,769852296	1,139451353
1,907248764	0,334463605
1,889325039	1,797822214
0,698665831	1,345768137
1,122648493	2,22983617
0,167720932	1,359648728
1,683479728	1,248046139
0,312872675	0,708952284
2,247206955	1,210390908
0,788720552	2,221659636
0,436124987	0,67096645
0,894211986	2,463272238
1,189398724	2,546390315
0,357704315	1,780710931
1,080558734	1,195453358
0,577824534	1,647712691
0,75533401	1,823307271
1,433375254	1,961114932
1,771733197	1,73125175
0,457360434	1,871717119
1,912385356	2,092028161
0,746579259	2,136918858
1,256757698	0,482713653
2,103871233	1,487228116
2,097181625	0,967408555
2,07034939	2,120125521
1,530587214	2,317001528
1,153919241	0,386858437
1,423969079	0,162091887
2,397905342	1,695273995
1,271698543	1,992734574
1,77412723	2,032895111
0,234001423	1,2749179
1,04440582	2,335182337
0,920961383	0,256333371
1,43293458	0,537451383
2,131292843	1,961490151
1,887457997	1,827828486
2,197584153	1,592720497
1,005775874	1,992555323
1,23518516	1,431775175
0,818831607	1,712773728
0,350679739	2,185065869
2,099864113	2,10735725
0,252501484	1,957000301
0,344859108	1,469163696
1,390029603	1,423352171
1,947461993	1,809918295
